Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,Affordability Index - Rent - City,"The percentage of households that pay more than 30% of their total household income on rent and related expenses out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-28T21:37:59.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::affordability-index-rent-city-1,,item.html?id=e09b05623cdb4b509ef0fcfe0f018c52&sublayer=1,Maryland,04c-03,04c-03_641,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning $60,000 to $75,000 - Community Statistical Area","The percentage of households earning between $60,000 and $74,999 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T20:09:18.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-60000-to-75000-community-statistical-area-1,,item.html?id=a39495994c9846738d86a87772188b30&sublayer=0,Maryland,04c-03,04c-03_642,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning $60,000 to $75,000 - City","The percentage of households earning between $60,000 and $74,999 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T20:09:18.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-60000-to-75000-city-1,,item.html?id=a39495994c9846738d86a87772188b30&sublayer=1,Maryland,04c-03,04c-03_643,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning More than $75,000 - Community Statistical Area","The percentage of households earning more than $75,000 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2010, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T20:17:44.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-more-than-75000-community-statistical-area-1,,item.html?id=1968c99b817445cd8810418c63af1fd5&sublayer=0,Maryland,04c-03,04c-03_644,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning More than $75,000 - City","The percentage of households earning more than $75,000 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2010, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T20:17:44.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-more-than-75000-city-1,,item.html?id=1968c99b817445cd8810418c63af1fd5&sublayer=1,Maryland,04c-03,04c-03_645,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning $40,000 to $60,000 - Community Statistical Area","The percentage of households earning between $40,000 and $59,999 out of all households in an area. Please Note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:57:58.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-40000-to-60000-community-statistical-area-1,,item.html?id=a3727139cbeb4ce6ad3cc46c5069695f&sublayer=0,Maryland,04c-03,04c-03_646,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning $40,000 to $60,000 - City","The percentage of households earning between $40,000 and $59,999 out of all households in an area. Please Note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:57:58.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-40000-to-60000-city,,item.html?id=a3727139cbeb4ce6ad3cc46c5069695f&sublayer=1,Maryland,04c-03,04c-03_647,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning $25,000 to $40,000 - City","The percentage of households earning between $25,000 and $39,999 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:54:05.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-25000-to-40000-city-1,,item.html?id=dbf39a726448495b870f21897202ffb4&sublayer=1,Maryland,04c-03,04c-03_648,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning $25,000 to $40,000 - Community Statistical Area","The percentage of households earning between $25,000 and $39,999 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:54:05.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-25000-to-40000-community-statistical-area,,item.html?id=dbf39a726448495b870f21897202ffb4&sublayer=0,Maryland,04c-03,04c-03_649,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
," Percent of Households Earning Less than $25,000 - Community Statistical Area","The percentage of households earning less than $25,000 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:48:40.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::-percent-of-households-earning-less-than-25000-community-statistical-area,,item.html?id=7fe6071691a146719b142042fc9760c9&sublayer=0,Maryland,04c-03,04c-03_650,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,"Percent of Households Earning Less than $25,000 - City","The percentage of households earning less than $25,000 out of all households in an area. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2006-2010, 2007-2011, 2008-2012, 2009-2013, 2010-2014, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2016-2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T19:48:40.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-households-earning-less-than-25000-city-1,,item.html?id=7fe6071691a146719b142042fc9760c9&sublayer=1,Maryland,04c-03,04c-03_651,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Open Checkbook FY2020 Dataset,"This dataset contains city expenses with vendors/contractors. The first release includes only fiscal year 2020. Fields include date of transaction, name of vendor, categorizations of spending, agency, and the amount of the expense. This data is used for the Open Checkbook which is found at Open Checkbook. View more information about this dataset here.",English,Baltimore City,"City of Baltimore, Maryland",Geospatial data,2021-04-14T20:53:36.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/baltimore::open-checkbook-fy2020-dataset-1,,item.html?id=3a0e7351708a47b2bfa6e31959872314&sublayer=0,Maryland,04c-03,04c-03_652,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Percent of Residents - Asian (Non-Hispanic) - Community Statistical Area,"The total number of persons that identify themselves as being Asian (and non-Hispanic) out of the total number of persons living in an area. ""Asian"" refers to a person having origins in any of the original peoples of the Far East, Southeast Asia, or the Indian subcontinent, including, for example, Cambodia, China, India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand, and Vietnam. Please note: due to the nature of this indicator, do not compare changes over time. This indicator can only be used as a point in time ""snapshot"". For more information, please visit the U.S. Census page on Comparing ACS Data. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2010, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2020",English,Baltimore Neighborhood Indicators Alliance,"City of Baltimore, Maryland",Geospatial data,2020-02-27T16:44:12.000Z,,,,"Baltimore, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://data.baltimorecity.gov/maps/bniajfi::percent-of-residents-asian-non-hispanic-community-statistical-area-1,,item.html?id=de900e33a3784c91a643678a61b059b5&sublayer=0,Maryland,04c-03,04c-03_653,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
