Title,Spatial Coverage,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,License,Access Rights,File Size,Bounding Box
Health Facilities [Virginia],Virginia,HOTOSM United States (Virginia) Health Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:healthcare IS NOT NULL OR amenity IN ('doctors','dentist','clinic','hospital','pharmacy')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|health|health facilities,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_health_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_health_facilities_points_shp.zip,d761def0-e0f0-4b11-986f-05447115ae6b,https://data.humdata.org/dataset/hotosm_usa_virginia_health_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
Education Facilities [Virginia],Virginia,HOTOSM United States (Virginia) Education Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('kindergarten','school','college','university') OR building IN ('kindergarten','school','college','university')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,education|education facilities - schools|geodata,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_education_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_education_facilities_points_shp.zip,9630552a-9664-4c73-a34b-caccea8db0a1,https://data.humdata.org/dataset/hotosm_usa_virginia_education_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
Railways [Virginia],Virginia,HOTOSM United States (Virginia) Railways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:railway IN ('rail','station')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|railways|transportation,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_railways,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_railways_lines_shp.zip,a2f60022-3f85-4fac-8f5b-1f9697d682bb,https://data.humdata.org/dataset/hotosm_usa_virginia_railways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
Roads [Virginia],Virginia,HOTOSM United States (Virginia) Roads (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:highway IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|roads|transportation,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_roads,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_roads_lines_shp.zip,e2268502-bcf5-4a85-afb0-dcde40f0f0bf,https://data.humdata.org/dataset/hotosm_usa_virginia_roads,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
Waterways [Virginia],Virginia,HOTOSM United States (Virginia) Waterways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:waterway IS NOT NULL OR water IS NOT NULL OR natural IN ('water','wetland','bay')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|rivers|water bodies - hydrography|waterbodies,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_waterways,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_waterways_lines_shp.zip,51430fb5-7524-44a0-bd9f-8f11f61f826d,https://data.humdata.org/dataset/hotosm_usa_virginia_waterways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
Financial Services [Virginia],Virginia,HOTOSM United States (Virginia) Financial Services (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('mobile_money_agent','bureau_de_change','bank','microfinance','atm','sacco','money_transfer','post_office')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,financial institutions|geodata|services,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_financial_services,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_financial_services_points_shp.zip,36ad12b1-c198-4e1c-a366-a520e6206b48,https://data.humdata.org/dataset/hotosm_usa_virginia_financial_services,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
Populated Places [Virginia],Virginia,HOTOSM United States (Virginia) Populated Places (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:place IN ('isolated_dwelling','town','village','hamlet','city')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|populated places - settlements,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_populated_places,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_populated_places_points_shp.zip,4209abd6-f07b-406a-8f1e-9609a2ef5469,https://data.humdata.org/dataset/hotosm_usa_virginia_populated_places,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
Buildings [Virginia],Virginia,HOTOSM United States (Virginia) Buildings (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:building IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,buildings|geodata,2020-06-30,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_virginia_buildings,https://data.humdata.orghttps://export.hotosm.org/downloads/d31bf969-33e4-4c4e-be32-9c0ac6606387/hotosm_usa_virginia_buildings_polygons_shp.zip,a63097f0-2bc1-47fa-9908-4e3184e9f9db,https://data.humdata.org/dataset/hotosm_usa_virginia_buildings,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-83.6753671,36.5407896,-75.166435,39.466012"
Populated Places [Washington],Washington,HOTOSM United States (Washington) Populated Places (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:place IN ('isolated_dwelling','town','village','hamlet','city')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|populated places - settlements,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_washington_populated_places,https://data.humdata.orghttps://export.hotosm.org/downloads/ff919175-19b3-4c25-b13c-58ffaadb0ce3/hotosm_usa_washington_populated_places_points_shp.zip,43ac5ff3-e691-4982-a4c3-11c5141e390b,https://data.humdata.org/dataset/hotosm_usa_washington_populated_places,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-77.1197949,38.7916303,-76.909366,38.995968"
Airports [Washington],Washington,HOTOSM United States (Washington) Airports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:aeroway IS NOT NULL OR building = 'aerodrome' OR emergency:helipad IS NOT NULL OR emergency = 'landing_site'Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,airports|aviation|facilities and infrastructure|geodata|helicopter landing zone - hlz|transportation,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_washington_airports,https://data.humdata.orghttps://export.hotosm.org/downloads/ff919175-19b3-4c25-b13c-58ffaadb0ce3/hotosm_usa_washington_airports_points_shp.zip,3ad9aaa9-82b2-4bf0-91a1-93d1457e94bd,https://data.humdata.org/dataset/hotosm_usa_washington_airports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-77.1197949,38.7916303,-76.909366,38.995968"
Sea Ports [Washington],Washington,HOTOSM United States (Washington) Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_washington_sea_ports,https://data.humdata.orghttps://export.hotosm.org/downloads/ff919175-19b3-4c25-b13c-58ffaadb0ce3/hotosm_usa_washington_sea_ports_points_shp.zip,ff49ffc0-838e-4bd0-892c-34305c19ca05,https://data.humdata.org/dataset/hotosm_usa_washington_sea_ports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-77.1197949,38.7916303,-76.909366,38.995968"
Points of Interest [Washington],Washington,HOTOSM United States (Washington) Points of Interest (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IS NOT NULL OR man_made IS NOT NULL OR shop IS NOT NULL OR tourism IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|points of interest - poi,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_washington_points_of_interest,https://data.humdata.orghttps://export.hotosm.org/downloads/ff919175-19b3-4c25-b13c-58ffaadb0ce3/hotosm_usa_washington_points_of_interest_points_shp.zip,62a99b0a-b065-4f65-82ff-06fa906dadaf,https://data.humdata.org/dataset/hotosm_usa_washington_points_of_interest,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-77.1197949,38.7916303,-76.909366,38.995968"
Health Facilities [Washington],Washington,HOTOSM United States (Washington) Health Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:healthcare IS NOT NULL OR amenity IN ('doctors','dentist','clinic','hospital','pharmacy')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|health|health facilities,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_washington_health_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/ff919175-19b3-4c25-b13c-58ffaadb0ce3/hotosm_usa_washington_health_facilities_points_shp.zip,2fd17c40-548c-45c5-98d0-9d1802262587,https://data.humdata.org/dataset/hotosm_usa_washington_health_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-77.1197949,38.7916303,-76.909366,38.995968"
Education Facilities [Washington],Washington,HOTOSM United States (Washington) Education Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('kindergarten','school','college','university') OR building IN ('kindergarten','school','college','university')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,education|education facilities - schools|geodata,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_washington_education_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/ff919175-19b3-4c25-b13c-58ffaadb0ce3/hotosm_usa_washington_education_facilities_points_shp.zip,005d08bd-afaf-464d-bbbd-0ed54ea49283,https://data.humdata.org/dataset/hotosm_usa_washington_education_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-77.1197949,38.7916303,-76.909366,38.995968"
